wav_filename,wav_filesize,transcript
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-50600-52989.wav, 76526, краснодаре ее отсутствии национальной
/Users/gosha/Projects/youtube-audio-captions-parsing/data/M4KrgFwfViM/parts/M4KrgFwfViM-252240-253560.wav, 39118, еху
/Users/gosha/Projects/youtube-audio-captions-parsing/data/b0mAX0gI1Dg/parts/b0mAX0gI1Dg-185360-187020.wav, 33038, не очернять доброе имя студии
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-616690-626670.wav, 196686, последние годы и о которых мы касались на нашем сайте
/Users/gosha/Projects/youtube-audio-captions-parsing/data/DahoCvAXIT0/parts/DahoCvAXIT0-579040-582660.wav, 113998, кеша если бы не дядя спасаев мы вообще не смогли бы доехать
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-241950-245349.wav, 99278, в итоге в тотальную гражданскую общемировую войну целью
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-153530-156280.wav, 53198, буржуазной революции в том что сначала появляется
/Users/gosha/Projects/youtube-audio-captions-parsing/data/2fY9QdZg1Rk/parts/2fY9QdZg1Rk-95560-97340.wav, 55438, а с облигациями сложнее
/Users/gosha/Projects/youtube-audio-captions-parsing/data/iWbdKKFnFpg/parts/iWbdKKFnFpg-343472-354941.wav, 196686, стоимость сигарет на момент моего увольнения приближалась к сигарет
/Users/gosha/Projects/youtube-audio-captions-parsing/data/N3gg_LfI-2A/parts/N3gg_LfI-2A-1007240-1009709.wav, 70798, думаешь стоит прекратить производство бентли
/Users/gosha/Projects/youtube-audio-captions-parsing/data/K4OOi9kLVTM/parts/K4OOi9kLVTM-654140-657100.wav, 59918, генсек вершил судьбами мира
/Users/gosha/Projects/youtube-audio-captions-parsing/data/dFXJ7UrzRiQ/parts/dFXJ7UrzRiQ-603100-609220.wav, 170318, поэтому направление на юг а не на запад мы их вс время злим
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-1035500-1041500.wav, 192078, однако если дать развернутый ответ то на месте линуса торвальдса
/Users/gosha/Projects/youtube-audio-captions-parsing/data/0-Fv1jt1SkI/parts/0-Fv1jt1SkI-414260-419229.wav, 136718, любимого хотя конечно в бытовой жизни мы все думаем а о том как жить богаче
/Users/gosha/Projects/youtube-audio-captions-parsing/data/7Bjxj9qGvh8/parts/7Bjxj9qGvh8-40560-43260.wav, 70798, в общем что тут говорить давайте уже приступим к е созданию
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-379979-384710.wav, 148878, буржуазные историки задолго до меня изложили историческое
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5u5NBfEh5so/parts/5u5NBfEh5so-35480-38980.wav, 86798, скорой помощи и поместили на его место миловидного
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-757550-762680.wav, 164238, так так так это называется залоговые аукционы
/Users/gosha/Projects/youtube-audio-captions-parsing/data/DahoCvAXIT0/parts/DahoCvAXIT0-858840-861780.wav, 89038, исчезающие надписи пропадающие глаза и другие
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Qy0E84W2LIk/parts/Qy0E84W2LIk-278901-280836.wav, 61998, вы можете увидеть
/Users/gosha/Projects/youtube-audio-captions-parsing/data/DahoCvAXIT0/parts/DahoCvAXIT0-1089000-1091440.wav, 78158, аниматорша бегпрыг прыжок какойто
/Users/gosha/Projects/youtube-audio-captions-parsing/data/b0mAX0gI1Dg/parts/b0mAX0gI1Dg-42160-43360.wav, 38478, раньше это соблюдалось
/Users/gosha/Projects/youtube-audio-captions-parsing/data/rvFEHJeSGvA/parts/rvFEHJeSGvA-227460-228460.wav, 32078, переключаясь на перебивку
/Users/gosha/Projects/youtube-audio-captions-parsing/data/dFXJ7UrzRiQ/parts/dFXJ7UrzRiQ-649699-654590.wav, 139598, царь позвонил сказал вам нужно новых зрителей в ваш парижский театр
/Users/gosha/Projects/youtube-audio-captions-parsing/data/rvFEHJeSGvA/parts/rvFEHJeSGvA-61140-65820.wav, 149838, у всех есть любимые супергерои но все они вышли из комиксов
/Users/gosha/Projects/youtube-audio-captions-parsing/data/K4OOi9kLVTM/parts/K4OOi9kLVTM-152000-156180.wav, 93198, навальный объявил себя кандидатом в президенты
/Users/gosha/Projects/youtube-audio-captions-parsing/data/iWbdKKFnFpg/parts/iWbdKKFnFpg-431653-436184.wav, 145070, это барабан где происходит увлажнение
/Users/gosha/Projects/youtube-audio-captions-parsing/data/N3gg_LfI-2A/parts/N3gg_LfI-2A-765810-770940.wav, 164238, человека совершенно явно не годится
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-338000-342000.wav, 88718, то что мы находимся не в одном помещении не значит
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-130080-133180.wav, 92238, так вот когда мы создавали наше общество мы тоже
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Qy0E84W2LIk/parts/Qy0E84W2LIk-145764-150666.wav, 156942, есть powerpc есть itanium есть arm
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-801950-805810.wav, 123598, и веков
/Users/gosha/Projects/youtube-audio-captions-parsing/data/R0IRQCoLqI8/parts/R0IRQCoLqI8-27240-30800.wav, 57358, закипел на кухне чайник
/Users/gosha/Projects/youtube-audio-captions-parsing/data/SOVrFAYsnWk/parts/SOVrFAYsnWk-256900-258579.wav, 53806, не работала она даже в конце века
/Users/gosha/Projects/youtube-audio-captions-parsing/data/iWbdKKFnFpg/parts/iWbdKKFnFpg-424129-427618.wav, 77198, ее решают добавлением химических добавок
/Users/gosha/Projects/youtube-audio-captions-parsing/data/b0mAX0gI1Dg/parts/b0mAX0gI1Dg-107580-110960.wav, 108238, накопленного за долгие годы отсутствия дельной дирекции детских программ
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-2069190-2071600.wav, 40718, поэтому это не была его инициатива изобретение
/Users/gosha/Projects/youtube-audio-captions-parsing/data/SOVrFAYsnWk/parts/SOVrFAYsnWk-515910-518190.wav, 57998, они заняты какимито разными вещами
/Users/gosha/Projects/youtube-audio-captions-parsing/data/DahoCvAXIT0/parts/DahoCvAXIT0-1042020-1045360.wav, 106958, а в украине аниматоры наоборот невероятно этим гордятся
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-397610-399870.wav, 72398, раньше никто не видел
/Users/gosha/Projects/youtube-audio-captions-parsing/data/0_qE9m8PDxw/parts/0_qE9m8PDxw-48300-53100.wav, 153678, i would like to stress i have been closely following the reaction of the russian authorities
/Users/gosha/Projects/youtube-audio-captions-parsing/data/dFXJ7UrzRiQ/parts/dFXJ7UrzRiQ-746250-750370.wav, 129358, евроазиатское пространство наше а польшу забыть
/Users/gosha/Projects/youtube-audio-captions-parsing/data/DahoCvAXIT0/parts/DahoCvAXIT0-423580-425140.wav, 49998, то вообще террористы нападут
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Wxo9hl3vTRw/parts/Wxo9hl3vTRw-1024549-1026230.wav, 53870, характер говорится о свойствах
/Users/gosha/Projects/youtube-audio-captions-parsing/data/ypEPe5Ii3Aw/parts/ypEPe5Ii3Aw-308040-311400.wav, 97998, и вы решаете пойти в магазин ее купить
/Users/gosha/Projects/youtube-audio-captions-parsing/data/DahoCvAXIT0/parts/DahoCvAXIT0-913040-914320.wav, 37838, вот это кто например такие
/Users/gosha/Projects/youtube-audio-captions-parsing/data/MDMeXR0O0RU/parts/MDMeXR0O0RU-104169-106179.wav, 63438, четкая программа невозможно поставить
/Users/gosha/Projects/youtube-audio-captions-parsing/data/7wVDvFATuyE/parts/7wVDvFATuyE-91100-95520.wav, 136078, один серый другой белыйпрятались в канавке
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-918840-920070.wav, 39438, сделать
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-492680-493680.wav, 32078, смотреть
/Users/gosha/Projects/youtube-audio-captions-parsing/data/N3gg_LfI-2A/parts/N3gg_LfI-2A-207330-208330.wav, 32078, да
/Users/gosha/Projects/youtube-audio-captions-parsing/data/dFXJ7UrzRiQ/parts/dFXJ7UrzRiQ-580440-586920.wav, 196686, чоп воюет добровольцы воюют а у нас миллионы добровольцев могли бы там повоевать
/Users/gosha/Projects/youtube-audio-captions-parsing/data/N3gg_LfI-2A/parts/N3gg_LfI-2A-611340-615860.wav, 142158, тем что они гарантировали всем трудящимся равный
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-288150-292220.wav, 126158, рокфеллеры которые являются одним из ведущих представителей
/Users/gosha/Projects/youtube-audio-captions-parsing/data/SWdYPaVpxMw/parts/SWdYPaVpxMw-86020-87380.wav, 43598, полный вперд
/Users/gosha/Projects/youtube-audio-captions-parsing/data/rvFEHJeSGvA/parts/rvFEHJeSGvA-45190-49270.wav, 121998, и что главное о людях нашего возраста
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-391819-395300.wav, 109198, так что мы должны уже сейчас осознать опасность
/Users/gosha/Projects/youtube-audio-captions-parsing/data/ByDhrmEo2h4/parts/ByDhrmEo2h4-189930-198720.wav, 196686, смотрит он глобально смотрит просто сделал много вот лично для вас что лично
/Users/gosha/Projects/youtube-audio-captions-parsing/data/iWbdKKFnFpg/parts/iWbdKKFnFpg-331661-337210.wav, 161358, сергей остроухов к моменту когда меня уже от туда табачное производство увольняли
/Users/gosha/Projects/youtube-audio-captions-parsing/data/SOVrFAYsnWk/parts/SOVrFAYsnWk-394780-395870.wav, 34958, моряками и солдатами
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Wxo9hl3vTRw/parts/Wxo9hl3vTRw-1156840-1157840.wav, 32078, остального мира
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-1570180-1573450.wav, 51598, к своей книге религия и политика в современной
/Users/gosha/Projects/youtube-audio-captions-parsing/data/rvFEHJeSGvA/parts/rvFEHJeSGvA-124380-126660.wav, 51918, как блогер снимает видео на свой телефон
/Users/gosha/Projects/youtube-audio-captions-parsing/data/b0mAX0gI1Dg/parts/b0mAX0gI1Dg-207900-209900.wav, 37518, и в общемто изначально ведь были
/Users/gosha/Projects/youtube-audio-captions-parsing/data/N3gg_LfI-2A/parts/N3gg_LfI-2A-881730-884350.wav, 83918, хороший был
/Users/gosha/Projects/youtube-audio-captions-parsing/data/MDMeXR0O0RU/parts/MDMeXR0O0RU-502889-505599.wav, 35918, этапа орехово зуево
/Users/gosha/Projects/youtube-audio-captions-parsing/data/DahoCvAXIT0/parts/DahoCvAXIT0-570980-572980.wav, 63758, там по дороге булыжники с гор падают
/Users/gosha/Projects/youtube-audio-captions-parsing/data/SZg4hPABNOY/parts/SZg4hPABNOY-284430-287340.wav, 91278, даже пожарник который выпал из корзины пожарной
/Users/gosha/Projects/youtube-audio-captions-parsing/data/N3gg_LfI-2A/parts/N3gg_LfI-2A-211980-215580.wav, 70798, истинному положению вещей не изменится
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-10070-13230.wav, 101198, здравствуйте дмитрий юрьевич очень приятно у вас быть
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-432949-437699.wav, 145998, роскосмос лучшему я думаю это свет власть
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-1179000-1183000.wav, 94158, до версии было сложно использовать linux в коммерческих целях
/Users/gosha/Projects/youtube-audio-captions-parsing/data/iWbdKKFnFpg/parts/iWbdKKFnFpg-832313-835044.wav, 54158, василий власов эта встреча в сша была поворотным моментом
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Wxo9hl3vTRw/parts/Wxo9hl3vTRw-1198850-1200120.wav, 40718, коммунизма
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-167200-169170.wav, 63118, а у вас вс этих капиталистов нет
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-499830-503039.wav, 84526, разбомбить олигархов по тому же то убили олигархов
/Users/gosha/Projects/youtube-audio-captions-parsing/data/7Bjxj9qGvh8/parts/7Bjxj9qGvh8-342980-344980.wav, 61518, если да то поставьте пальчик вверх
/Users/gosha/Projects/youtube-audio-captions-parsing/data/M4KrgFwfViM/parts/M4KrgFwfViM-431240-434199.wav, 84238, на старт внимание марш
/Users/gosha/Projects/youtube-audio-captions-parsing/data/dFXJ7UrzRiQ/parts/dFXJ7UrzRiQ-519000-525120.wav, 127758, поэтому сегодня в афганистан мы вошли с армией этого не надо было делать
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-958300-959570.wav, 40718, это деньги что ли
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-1449840-1460710.wav, 192846, х годов и дальше уже в е годы матрица этого
/Users/gosha/Projects/youtube-audio-captions-parsing/data/ApbeWw5YC5g/parts/ApbeWw5YC5g-63201-65590.wav, 73038, нашей стране джи мани банком
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-245349-249260.wav, 93518, которой является демонтаж национальногосударственных
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-1137750-1141030.wav, 72718, конечно народа это пощечина сердюков
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Wxo9hl3vTRw/parts/Wxo9hl3vTRw-1338039-1342489.wav, 52238, на примере исторического момента это имеется
/Users/gosha/Projects/youtube-audio-captions-parsing/data/_ZOr2t8rm8k/parts/_ZOr2t8rm8k-359860-361990.wav, 51278, заводов и это все в условиях эмбарго
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Wxo9hl3vTRw/parts/Wxo9hl3vTRw-1265749-1270391.wav, 38158, и подобрал даже делегатов съезда чтобы выбросить
/Users/gosha/Projects/youtube-audio-captions-parsing/data/iWbdKKFnFpg/parts/iWbdKKFnFpg-512257-515798.wav, 91918, действительно очень немного смол и никотина
/Users/gosha/Projects/youtube-audio-captions-parsing/data/SWdYPaVpxMw/parts/SWdYPaVpxMw-204100-207000.wav, 80718, томас и его друзья на канале карусель
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-999870-1000870.wav, 32078, да как минимум
/Users/gosha/Projects/youtube-audio-captions-parsing/data/K4OOi9kLVTM/parts/K4OOi9kLVTM-480360-483600.wav, 41998, путин усадит марионетку
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-488210-489659.wav, 46446, пример надо с не брать
/Users/gosha/Projects/youtube-audio-captions-parsing/data/b0mAX0gI1Dg/parts/b0mAX0gI1Dg-121380-123380.wav, 49998, и близко не стоял по уровню бодихоррора
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-931310-933850.wav, 67278, те нормально действует человек борется за это
/Users/gosha/Projects/youtube-audio-captions-parsing/data/dFXJ7UrzRiQ/parts/dFXJ7UrzRiQ-666030-667640.wav, 39438, он вот так ударил
/Users/gosha/Projects/youtube-audio-captions-parsing/data/N3gg_LfI-2A/parts/N3gg_LfI-2A-505500-509520.wav, 128718, на лыжах на кавказ аскетизма и тогда не все захотят
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TOEnTB-7tlI/parts/TOEnTB-7tlI-495240-499720.wav, 139278, это просто странные попытки поднять рейтинги передачи которую уже все равно никто не смотрит
/Users/gosha/Projects/youtube-audio-captions-parsing/data/MDMeXR0O0RU/parts/MDMeXR0O0RU-1097230-1108299.wav, 164046, того философские и
/Users/gosha/Projects/youtube-audio-captions-parsing/data/dZHcmS01HwM/parts/dZHcmS01HwM-8010-10890.wav, 83918, видео хочу с вами поговорить о том как достигать своих
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Wxo9hl3vTRw/parts/Wxo9hl3vTRw-1228039-1230840.wav, 75598, пожалуйста о силе как отношении целого и частей
/Users/gosha/Projects/youtube-audio-captions-parsing/data/DahoCvAXIT0/parts/DahoCvAXIT0-250000-251080.wav, 34638, наверна както тупо
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-1082990-1086440.wav, 90958, в ходе всего судебного суши
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TOEnTB-7tlI/parts/TOEnTB-7tlI-88680-90940.wav, 72078, амаяк акопян в принципе я могу да
/Users/gosha/Projects/youtube-audio-captions-parsing/data/ApbeWw5YC5g/parts/ApbeWw5YC5g-55080-57359.wav, 37198, двигатели для самолетов на которых вы наверняка
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-275100-279490.wav, 120718, для этого я хотела бы вначале напомнить цитаты из высказываний
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TWFzWRoVNnE/parts/TWFzWRoVNnE-650000-653000.wav, 96078, весь анонс был настолько беглый
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-906000-909000.wav, 50318, на важные элементы технологии
/Users/gosha/Projects/youtube-audio-captions-parsing/data/dZHcmS01HwM/parts/dZHcmS01HwM-60410-63760.wav, 53198, не можете вырваться из порочного круга какихто
/Users/gosha/Projects/youtube-audio-captions-parsing/data/kTMpsz15IZ0/parts/kTMpsz15IZ0-137890-140700.wav, 73678, он сразу стал бороться за национализацию центрального
/Users/gosha/Projects/youtube-audio-captions-parsing/data/iWbdKKFnFpg/parts/iWbdKKFnFpg-26769-31184.wav, 141358, его стоимость триллионы долларов и миллионы человеческих жизней
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-997589-1003389.wav, 160078, поэтому все тайные общества были так или иначе связаны
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-855160-858440.wav, 105038, миллионы ему тащили прямо в кабинет директору фсин
/Users/gosha/Projects/youtube-audio-captions-parsing/data/SZg4hPABNOY/parts/SZg4hPABNOY-58370-62180.wav, 108238, прибывшая полиция арестовала как владельца парка аттракционов
/Users/gosha/Projects/youtube-audio-captions-parsing/data/kTMpsz15IZ0/parts/kTMpsz15IZ0-62240-65940.wav, 106638, а скипетр это символ государтсвенной власти
/Users/gosha/Projects/youtube-audio-captions-parsing/data/SOVrFAYsnWk/parts/SOVrFAYsnWk-768639-770449.wav, 38798, как это отразится на населении
/Users/gosha/Projects/youtube-audio-captions-parsing/data/iWbdKKFnFpg/parts/iWbdKKFnFpg-38027-43655.wav, 69838, но есть одна страна где правда об этом бизнесе пока находится под запретом
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-204000-207000.wav, 55118, linux это операционная система которая сейчас запущена на миллионах компьютеров в мире
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TWFzWRoVNnE/parts/TWFzWRoVNnE-296540-301400.wav, 152078, я имею в виду сервера с большим количество ядер разогнанные и с сво
/Users/gosha/Projects/youtube-audio-captions-parsing/data/DahoCvAXIT0/parts/DahoCvAXIT0-644460-646840.wav, 76238, кеша да вот выиграли круиз по средиземноморью
/Users/gosha/Projects/youtube-audio-captions-parsing/data/b0mAX0gI1Dg/parts/b0mAX0gI1Dg-240960-243760.wav, 72398, так полюбившаяся зрителям первых серий
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TOEnTB-7tlI/parts/TOEnTB-7tlI-297860-300200.wav, 74958, у спокушек же совсем нет денег ч с них взять
/Users/gosha/Projects/youtube-audio-captions-parsing/data/b0mAX0gI1Dg/parts/b0mAX0gI1Dg-326700-329340.wav, 72078, и на этом странности мультсериала не заканчиваются
/Users/gosha/Projects/youtube-audio-captions-parsing/data/iWbdKKFnFpg/parts/iWbdKKFnFpg-584692-588349.wav, 117102, а табачные компании до сих пор считают доход
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-835350-841149.wav, 184398, и вся надстройка которая формируется исходя из
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-557070-563839.wav, 183246, из форм денежной цивилизации которая уходит корнями
/Users/gosha/Projects/youtube-audio-captions-parsing/data/SWdYPaVpxMw/parts/SWdYPaVpxMw-199600-202320.wav, 87118, главное чтобы угля хватило
/Users/gosha/Projects/youtube-audio-captions-parsing/data/j9tW-VZukZs/parts/j9tW-VZukZs-16200-19060.wav, 72718, рисуй немножко такая
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TOEnTB-7tlI/parts/TOEnTB-7tlI-424040-425840.wav, 42318, хрюша children can run
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-876000-880000.wav, 81358, в итоге и я остановился на gpl
/Users/gosha/Projects/youtube-audio-captions-parsing/data/DahoCvAXIT0/parts/DahoCvAXIT0-330240-332900.wav, 85198, но хоть без пересадок чисто на поезде
/Users/gosha/Projects/youtube-audio-captions-parsing/data/ByDhrmEo2h4/parts/ByDhrmEo2h4-292530-298110.wav, 147918, следующий раз через шесть лет кто может его заменить
/Users/gosha/Projects/youtube-audio-captions-parsing/data/xsJ2MCOdKzo/parts/xsJ2MCOdKzo-32520-34739.wav, 57998, разогнал чванливых бояр и сделал ставку
/Users/gosha/Projects/youtube-audio-captions-parsing/data/kTMpsz15IZ0/parts/kTMpsz15IZ0-38910-41740.wav, 72398, и присутствовал новый синодальный оберпрокурор в
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-1091080-1093419.wav, 70478, и в наших нет
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TWFzWRoVNnE/parts/TWFzWRoVNnE-260660-265920.wav, 168398, выглядят как отчаянная попытка
/Users/gosha/Projects/youtube-audio-captions-parsing/data/CISkZ1eORn0/parts/CISkZ1eORn0-186800-191500.wav, 137678, за что девочка сараа решается отрубить кролику руку ну или хотя бы ухо
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-1815130-1822340.wav, 196686, они спасутся а все остальные исчезнут
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TWFzWRoVNnE/parts/TWFzWRoVNnE-385040-388640.wav, 105998, от аналогов с гнездом
/Users/gosha/Projects/youtube-audio-captions-parsing/data/s0U0WqFYIWs/parts/s0U0WqFYIWs-579230-593360.wav, 196686, поехали дальше мы поднимаемся
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-1896040-1900520.wav, 143438, в только одной религиозной традиции талмудическом
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-1118840-1123140.wav, 115918, знания каждая из которых тоже имели свои названия
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-643020-645970.wav, 87758, говорит меня раз немало упаковках японских
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-1598500-1603500.wav, 142798, условием было что линус продолжит заниматься разработкой linux
/Users/gosha/Projects/youtube-audio-captions-parsing/data/2fY9QdZg1Rk/parts/2fY9QdZg1Rk-20560-23860.wav, 95758, с доходностью выше чем банковские проценты
/Users/gosha/Projects/youtube-audio-captions-parsing/data/0_qE9m8PDxw/parts/0_qE9m8PDxw-165900-170100.wav, 113038, a second option would be to turn crimea into a showcase
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Wxo9hl3vTRw/parts/Wxo9hl3vTRw-319729-324849.wav, 141518, гегель пишет александр пучков не дат своих логических
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-850110-852950.wav, 85198, дагестанца чеченцы динамику среди об
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Wxo9hl3vTRw/parts/Wxo9hl3vTRw-965140-967550.wav, 77198, или же само определение также бытие
/Users/gosha/Projects/youtube-audio-captions-parsing/data/ypEPe5Ii3Aw/parts/ypEPe5Ii3Aw-347270-350700.wav, 78798, вот примерно такая же ситуация и с выбором windows и linux
/Users/gosha/Projects/youtube-audio-captions-parsing/data/SOVrFAYsnWk/parts/SOVrFAYsnWk-512010-515910.wav, 93198, чемто своим и вместо того чтобы думать синхронно
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-277750-281180.wav, 81998, самодержавие доходность но опять животных мы не
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-493289-494389.wav, 35278, для себя
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-432000-438000.wav, 152078, некоторые говорят linux акцентируя внимание на наиболее важной программе ядре
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Wxo9hl3vTRw/parts/Wxo9hl3vTRw-401180-405960.wav, 153038, а вот дальше вы будете чтобы понять вообще всю
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-1482600-1484900.wav, 49358, в ядре которое потребует огромных усилий по сопровождению
/Users/gosha/Projects/youtube-audio-captions-parsing/data/DahoCvAXIT0/parts/DahoCvAXIT0-734780-736660.wav, 60238, где зина и кеша теряют сознание
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-1727600-1730600.wav, 49358, у вас должен быть исходный код
/Users/gosha/Projects/youtube-audio-captions-parsing/data/SOVrFAYsnWk/parts/SOVrFAYsnWk-822630-823980.wav, 41998, все хотят джинсов и мерседесов
/Users/gosha/Projects/youtube-audio-captions-parsing/data/2fY9QdZg1Rk/parts/2fY9QdZg1Rk-74940-77860.wav, 93518, то по облигациям такого ограничения нет
/Users/gosha/Projects/youtube-audio-captions-parsing/data/SWdYPaVpxMw/parts/SWdYPaVpxMw-34520-36100.wav, 45518, знакомьтесь
/Users/gosha/Projects/youtube-audio-captions-parsing/data/6H8c_i-_hq0/parts/6H8c_i-_hq0-92460-96280.wav, 114318, существах с крайней плотью вместо шеи которые эм
/Users/gosha/Projects/youtube-audio-captions-parsing/data/DahoCvAXIT0/parts/DahoCvAXIT0-904220-906800.wav, 82638, репортаж розробка одного персонажу
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-2093169-2097070.wav, 114318, экономическая наука о богатствах которая сегодня перешла
